accuracy,loss,val_accuracy,val_loss,learning_rate
0.9847074747085571,0.046600546687841415,0.9915975332260132,0.03204186260700226,0.0005762275541201234
0.9860606789588928,0.04418260231614113,0.9945383667945862,0.024712789803743362,0.0005682568298652768
0.9862089157104492,0.04249587655067444,0.9945383667945862,0.0216850396245718,0.0005602683522738516
0.9866538047790527,0.04011465609073639,0.9922277331352234,0.03683169558644295,0.0005522642168216407
0.9865055084228516,0.04193640500307083,0.9938031435012817,0.02451837994158268,0.0005442465771920979
0.9874694347381592,0.042380690574645996,0.9952735900878906,0.01940969191491604,0.0005362174124456942
0.9867279529571533,0.04171055927872658,0.9961138367652893,0.017930716276168823,0.0005281788180582225
0.9884147644042969,0.036792390048503876,0.9957987666130066,0.01990998163819313,0.0005201329477131367
0.9873026013374329,0.03933010250329971,0.9942232966423035,0.02280161716043949,0.0005120818968862295
0.988804042339325,0.03586820140480995,0.9941182732582092,0.023124482482671738,0.0005040276446379721
0.9872840642929077,0.0390225350856781,0.9954836964607239,0.018725495785474777,0.0004959723446518183
0.9886742830276489,0.035245880484580994,0.9962188601493835,0.02097843773663044,0.00048791812150739133
0.9886742830276489,0.03468703106045723,0.9946433901786804,0.021146051585674286,0.0004798670415766537
0.9881552457809448,0.037517204880714417,0.9942232966423035,0.024542002007365227,0.00047182117123156786
0.9898605942726135,0.033549726009368896,0.9931730031967163,0.02843652293086052,0.00046378260594792664
0.9890820980072021,0.035289425402879715,0.9964289665222168,0.021322280168533325,0.00045575344120152295
0.9892118573188782,0.032803796231746674,0.996533989906311,0.01966724544763565,0.00044773577246814966
0.9896010756492615,0.03224360942840576,0.9944333434104919,0.022388607263565063,0.0004397316661197692
0.9897864460945129,0.03133869543671608,0.9956937432289124,0.02356204017996788,0.00043174318852834404
0.9898049831390381,0.03239846229553223,0.9961138367652893,0.021237647160887718,0.000423772435169667
0.9902869462966919,0.031193256378173828,0.9949585199356079,0.02139260806143284,0.00041582147241570055
0.9909728169441223,0.029298709705471992,0.9963239431381226,0.020418094471096992,0.0004078923666384071
0.9912137389183044,0.026359425857663155,0.9943283200263977,0.026031596586108208,0.00039998715510591865
0.9915659427642822,0.02880982868373394,0.996954083442688,0.01919383741915226,0.0003921079041901976
0.9917327761650085,0.025793934240937233,0.996954083442688,0.01941543258726597,0.0003842566511593759
0.9921035170555115,0.025485960766673088,0.9957987666130066,0.019754881039261818,0.0003764354332815856
0.9913434982299805,0.027639370411634445,0.9963239431381226,0.02051079086959362,0.000368646316928789
