speaker,split,video_folder,sample_path,Sign-Arabic,class_id,num_frames,idx
01,train,0002,./01\train\0002\01_01_0002_(17_11_16_16_29_49)_c,1,1,21,73
01,train,0002,./01\train\0002\01_01_0002_(17_11_16_16_29_51)_c,1,1,21,74
01,train,0002,./01\train\0002\01_01_0002_(17_11_16_16_29_52)_c,1,1,22,75
01,train,0002,./01\train\0002\01_01_0002_(17_11_16_16_29_54)_c,1,1,23,76
01,train,0002,./01\train\0002\01_01_0002_(17_11_16_16_29_56)_c,1,1,24,77
01,train,0002,./01\train\0002\01_01_0002_(17_11_16_16_29_58)_c,1,1,22,78
01,train,0002,./01\train\0002\01_01_0002_(17_11_16_16_30_03)_c,1,1,23,79
01,train,0002,./01\train\0002\01_01_0002_(17_11_16_16_30_05)_c,1,1,21,80
01,train,0002,./01\train\0002\01_01_0002_(17_11_16_16_30_07)_c,1,1,21,81
01,train,0002,./01\train\0002\01_01_0002_(17_11_16_16_30_12)_c,1,1,23,82
01,train,0002,./01\train\0002\01_01_0002_(17_11_16_16_30_14)_c,1,1,22,83
01,train,0002,./01\train\0002\01_01_0002_(17_11_16_16_30_16)_c,1,1,23,84
01,train,0003,./01\train\0003\01_01_0003_(10_11_16_16_28_10)_c,2,2,19,85
01,train,0003,./01\train\0003\01_01_0003_(10_11_16_16_28_12)_c,2,2,17,86
01,train,0003,./01\train\0003\01_01_0003_(10_11_16_16_28_13)_c,2,2,20,87
01,train,0003,./01\train\0003\01_01_0003_(10_11_16_16_28_18)_c,2,2,18,88
01,train,0003,./01\train\0003\01_01_0003_(10_11_16_16_28_22)_c,2,2,18,89
01,train,0003,./01\train\0003\01_01_0003_(10_11_16_16_28_25)_c,2,2,21,90
01,train,0003,./01\train\0003\01_01_0003_(10_11_16_16_28_26)_c,2,2,18,91
01,train,0003,./01\train\0003\01_01_0003_(10_11_16_16_28_28)_c,2,2,19,92
01,train,0003,./01\train\0003\01_01_0003_(10_11_16_16_28_30)_c,2,2,22,93
01,train,0003,./01\train\0003\01_01_0003_(10_11_16_16_28_32)_c,2,2,21,94
01,train,0003,./01\train\0003\01_01_0003_(10_11_16_16_28_33)_c,2,2,23,95
01,train,0003,./01\train\0003\01_01_0003_(10_11_16_16_28_35)_c,2,2,22,96
01,train,0003,./01\train\0003\01_01_0003_(10_11_16_16_28_37)_c,2,2,24,97
01,train,0003,./01\train\0003\01_01_0003_(10_11_16_16_28_40)_c,2,2,19,98
01,train,0003,./01\train\0003\01_01_0003_(10_11_16_16_28_42)_c,2,2,21,99
01,train,0003,./01\train\0003\01_01_0003_(10_11_16_16_28_44)_c,2,2,22,100
01,train,0003,./01\train\0003\01_01_0003_(10_11_16_16_28_46)_c,2,2,19,101
01,train,0003,./01\train\0003\01_01_0003_(10_11_16_16_28_47)_c,2,2,21,102
01,train,0003,./01\train\0003\01_01_0003_(10_11_16_16_28_49)_c,2,2,21,103
01,train,0003,./01\train\0003\01_01_0003_(10_11_16_16_28_51)_c,2,2,20,104
01,train,0003,./01\train\0003\01_01_0003_(10_11_16_16_28_52)_c,2,2,21,105
01,train,0003,./01\train\0003\01_01_0003_(10_11_16_16_28_54)_c,2,2,19,106
01,train,0003,./01\train\0003\01_01_0003_(10_11_16_16_28_56)_c,2,2,18,107
01,train,0003,./01\train\0003\01_01_0003_(10_11_16_16_28_57)_c,2,2,19,108
01,train,0003,./01\train\0003\01_01_0003_(10_11_16_16_28_59)_c,2,2,21,109
01,train,0003,./01\train\0003\01_01_0003_(10_11_16_16_29_01)_c,2,2,20,110
01,train,0003,./01\train\0003\01_01_0003_(10_11_16_16_29_03)_c,2,2,20,111
01,train,0003,./01\train\0003\01_01_0003_(17_11_16_16_30_51)_c,2,2,22,112
01,train,0003,./01\train\0003\01_01_0003_(17_11_16_16_30_56)_c,2,2,20,113
01,train,0003,./01\train\0003\01_01_0003_(17_11_16_16_30_58)_c,2,2,20,114
01,train,0003,./01\train\0003\01_01_0003_(17_11_16_16_31_00)_c,2,2,18,115
01,train,0003,./01\train\0003\01_01_0003_(17_11_16_16_31_01)_c,2,2,19,116
01,train,0003,./01\train\0003\01_01_0003_(17_11_16_16_31_03)_c,2,2,18,117
01,train,0003,./01\train\0003\01_01_0003_(17_11_16_16_31_05)_c,2,2,18,118
01,train,0003,./01\train\0003\01_01_0003_(17_11_16_16_31_07)_c,2,2,13,119
01,train,0003,./01\train\0003\01_01_0003_(17_11_16_16_31_18)_c,2,2,20,120
01,train,0003,./01\train\0003\01_01_0003_(17_11_16_16_31_20)_c,2,2,18,121
01,train,0003,./01\train\0003\01_01_0003_(17_11_16_16_31_21)_c,2,2,20,122
01,train,0003,./01\train\0003\01_01_0003_(17_11_16_16_31_23)_c,2,2,22,123
01,train,0003,./01\train\0003\01_01_0003_(17_11_16_16_31_26)_c,2,2,19,124
01,train,0003,./01\train\0003\01_01_0003_(17_11_16_16_31_28)_c,2,2,21,125
01,train,0003,./01\train\0003\01_01_0003_(17_11_16_16_31_30)_c,2,2,20,126
01,train,0004,./01\train\0004\01_01_0004_(10_11_16_16_31_03)_c,3,3,23,127
01,train,0004,./01\train\0004\01_01_0004_(10_11_16_16_31_07)_c,3,3,20,128
01,train,0004,./01\train\0004\01_01_0004_(10_11_16_16_31_08)_c,3,3,21,129
01,train,0004,./01\train\0004\01_01_0004_(10_11_16_16_31_10)_c,3,3,18,130
01,train,0004,./01\train\0004\01_01_0004_(10_11_16_16_31_12)_c,3,3,23,131
01,train,0004,./01\train\0004\01_01_0004_(10_11_16_16_31_14)_c,3,3,20,132
01,train,0004,./01\train\0004\01_01_0004_(10_11_16_16_31_16)_c,3,3,19,133
01,train,0004,./01\train\0004\01_01_0004_(10_11_16_16_31_18)_c,3,3,22,134
01,train,0004,./01\train\0004\01_01_0004_(10_11_16_16_31_20)_c,3,3,27,135
01,train,0004,./01\train\0004\01_01_0004_(10_11_16_16_31_22)_c,3,3,22,136
01,train,0004,./01\train\0004\01_01_0004_(10_11_16_16_31_25)_c,3,3,23,137
01,train,0004,./01\train\0004\01_01_0004_(10_11_16_16_31_26)_c,3,3,23,138
01,train,0004,./01\train\0004\01_01_0004_(10_11_16_16_31_28)_c,3,3,19,139
01,train,0004,./01\train\0004\01_01_0004_(10_11_16_16_31_30)_c,3,3,20,140
01,train,0004,./01\train\0004\01_01_0004_(10_11_16_16_31_33)_c,3,3,18,141
01,train,0004,./01\train\0004\01_01_0004_(10_11_16_16_31_35)_c,3,3,20,142
01,train,0004,./01\train\0004\01_01_0004_(10_11_16_16_31_38)_c,3,3,15,143
01,train,0004,./01\train\0004\01_01_0004_(10_11_16_16_31_40)_c,3,3,18,144
01,train,0004,./01\train\0004\01_01_0004_(10_11_16_16_31_41)_c,3,3,17,145
01,train,0004,./01\train\0004\01_01_0004_(10_11_16_16_31_43)_c,3,3,17,146
01,train,0004,./01\train\0004\01_01_0004_(10_11_16_16_31_44)_c,3,3,17,147
01,train,0004,./01\train\0004\01_01_0004_(10_11_16_16_31_45)_c,3,3,13,148
01,train,0004,./01\train\0004\01_01_0004_(10_11_16_16_31_47)_c,3,3,14,149
01,train,0004,./01\train\0004\01_01_0004_(10_11_16_16_31_48)_c,3,3,14,150
01,train,0004,./01\train\0004\01_01_0004_(10_11_16_16_31_51)_c,3,3,14,151
01,train,0004,./01\train\0004\01_01_0004_(10_11_16_16_31_52)_c,3,3,14,152
01,train,0004,./01\train\0004\01_01_0004_(10_11_16_16_31_53)_c,3,3,14,153
01,train,0004,./01\train\0004\01_01_0004_(10_11_16_16_31_55)_c,3,3,13,154
01,train,0004,./01\train\0004\01_01_0004_(10_11_16_16_31_56)_c,3,3,14,155
01,train,0004,./01\train\0004\01_01_0004_(10_11_16_16_31_57)_c,3,3,14,156
01,train,0004,./01\train\0004\01_01_0004_(10_11_16_16_31_58)_c,3,3,17,157
01,train,0004,./01\train\0004\01_01_0004_(10_11_16_16_32_00)_c,3,3,16,158
01,train,0004,./01\train\0004\01_01_0004_(10_11_16_16_32_03)_c,3,3,17,159
01,train,0004,./01\train\0004\01_01_0004_(17_11_16_16_31_47)_c,3,3,23,160
01,train,0004,./01\train\0004\01_01_0004_(17_11_16_16_31_49)_c,3,3,21,161
01,train,0004,./01\train\0004\01_01_0004_(17_11_16_16_31_51)_c,3,3,21,162
01,train,0004,./01\train\0004\01_01_0004_(17_11_16_16_31_53)_c,3,3,20,163
01,train,0004,./01\train\0004\01_01_0004_(17_11_16_16_32_02)_c,3,3,22,164
01,train,0004,./01\train\0004\01_01_0004_(17_11_16_16_32_04)_c,3,3,22,165
01,train,0004,./01\train\0004\01_01_0004_(17_11_16_16_32_07)_c,3,3,23,166
01,train,0004,./01\train\0004\01_01_0004_(17_11_16_16_32_09)_c,3,3,21,167
01,train,0004,./01\train\0004\01_01_0004_(17_11_16_16_32_11)_c,3,3,20,168
01,train,0005,./01\train\0005\01_01_0005_(10_11_16_16_32_27)_c,4,4,23,169
01,train,0005,./01\train\0005\01_01_0005_(10_11_16_16_32_34)_c,4,4,16,170
01,train,0005,./01\train\0005\01_01_0005_(10_11_16_16_32_35)_c,4,4,18,171
01,train,0005,./01\train\0005\01_01_0005_(10_11_16_16_32_39)_c,4,4,20,172
01,train,0005,./01\train\0005\01_01_0005_(10_11_16_16_32_40)_c,4,4,18,173
01,train,0005,./01\train\0005\01_01_0005_(10_11_16_16_32_42)_c,4,4,17,174
01,train,0005,./01\train\0005\01_01_0005_(10_11_16_16_32_43)_c,4,4,19,175
01,train,0005,./01\train\0005\01_01_0005_(10_11_16_16_32_45)_c,4,4,18,176
01,train,0005,./01\train\0005\01_01_0005_(10_11_16_16_32_46)_c,4,4,18,177
01,train,0005,./01\train\0005\01_01_0005_(10_11_16_16_32_48)_c,4,4,18,178
01,train,0005,./01\train\0005\01_01_0005_(10_11_16_16_32_51)_c,4,4,21,179
01,train,0005,./01\train\0005\01_01_0005_(10_11_16_16_32_54)_c,4,4,19,180
01,train,0005,./01\train\0005\01_01_0005_(10_11_16_16_32_56)_c,4,4,19,181
01,train,0005,./01\train\0005\01_01_0005_(10_11_16_16_32_57)_c,4,4,19,182
01,train,0005,./01\train\0005\01_01_0005_(10_11_16_16_32_59)_c,4,4,19,183
01,train,0005,./01\train\0005\01_01_0005_(10_11_16_16_33_01)_c,4,4,18,184
01,train,0005,./01\train\0005\01_01_0005_(10_11_16_16_33_02)_c,4,4,20,185
01,train,0005,./01\train\0005\01_01_0005_(10_11_16_16_33_04)_c,4,4,18,186
01,train,0005,./01\train\0005\01_01_0005_(10_11_16_16_33_05)_c,4,4,18,187
01,train,0005,./01\train\0005\01_01_0005_(10_11_16_16_33_07)_c,4,4,18,188
01,train,0005,./01\train\0005\01_01_0005_(10_11_16_16_33_08)_c,4,4,19,189
01,train,0005,./01\train\0005\01_01_0005_(10_11_16_16_33_10)_c,4,4,20,190
01,train,0005,./01\train\0005\01_01_0005_(10_11_16_16_33_12)_c,4,4,17,191
01,train,0005,./01\train\0005\01_01_0005_(10_11_16_16_33_13)_c,4,4,25,192
01,train,0005,./01\train\0005\01_01_0005_(10_11_16_16_33_15)_c,4,4,19,193
01,train,0005,./01\train\0005\01_01_0005_(10_11_16_16_33_17)_c,4,4,20,194
01,train,0005,./01\train\0005\01_01_0005_(10_11_16_16_33_18)_c,4,4,20,195
01,train,0005,./01\train\0005\01_01_0005_(10_11_16_16_33_20)_c,4,4,19,196
01,train,0005,./01\train\0005\01_01_0005_(10_11_16_16_33_21)_c,4,4,25,197
01,train,0005,./01\train\0005\01_01_0005_(10_11_16_16_33_23)_c,4,4,22,198
01,train,0005,./01\train\0005\01_01_0005_(10_11_16_16_33_25)_c,4,4,22,199
01,train,0005,./01\train\0005\01_01_0005_(10_11_16_16_33_26)_c,4,4,20,200
01,train,0005,./01\train\0005\01_01_0005_(10_11_16_16_33_28)_c,4,4,21,201
01,train,0005,./01\train\0005\01_01_0005_(10_11_16_16_33_30)_c,4,4,19,202
01,train,0005,./01\train\0005\01_01_0005_(10_11_16_16_34_12)_c,4,4,17,203
01,train,0005,./01\train\0005\01_01_0005_(10_11_16_16_34_14)_c,4,4,16,204
01,train,0005,./01\train\0005\01_01_0005_(10_11_16_16_34_15)_c,4,4,13,205
01,train,0005,./01\train\0005\01_01_0005_(10_11_16_16_34_17)_c,4,4,22,206
01,train,0005,./01\train\0005\01_01_0005_(10_11_16_16_34_18)_c,4,4,21,207
01,train,0005,./01\train\0005\01_01_0005_(10_11_16_16_34_20)_c,4,4,20,208
01,train,0005,./01\train\0005\01_01_0005_(10_11_16_16_34_23)_c,4,4,19,209
01,train,0005,./01\train\0005\01_01_0005_(10_11_16_16_34_25)_c,4,4,20,210
01,train,0005,./01\train\0005\01_01_0005_(10_11_16_16_34_27)_c,4,4,21,211
01,train,0005,./01\train\0005\01_01_0005_(10_11_16_16_34_28)_c,4,4,22,212
01,train,0005,./01\train\0005\01_01_0005_(10_11_16_16_34_32)_c,4,4,17,213
01,train,0005,./01\train\0005\01_01_0005_(10_11_16_16_34_33)_c,4,4,17,214
01,train,0005,./01\train\0005\01_01_0005_(10_11_16_16_34_35)_c,4,4,17,215
01,train,0005,./01\train\0005\01_01_0005_(10_11_16_16_34_40)_c,4,4,17,216
01,train,0005,./01\train\0005\01_01_0005_(10_11_16_16_34_41)_c,4,4,18,217
01,train,0005,./01\train\0005\01_01_0005_(10_11_16_16_34_43)_c,4,4,18,218
01,train,0005,./01\train\0005\01_01_0005_(10_11_16_16_34_46)_c,4,4,17,219
01,train,0005,./01\train\0005\01_01_0005_(10_11_16_16_34_49)_c,4,4,17,220
01,train,0005,./01\train\0005\01_01_0005_(10_11_16_16_34_51)_c,4,4,18,221
01,train,0005,./01\train\0005\01_01_0005_(10_11_16_16_34_53)_c,4,4,16,222
01,train,0005,./01\train\0005\01_01_0005_(10_11_16_16_34_56)_c,4,4,18,223
01,train,0005,./01\train\0005\01_01_0005_(10_11_16_16_34_57)_c,4,4,19,224
01,train,0005,./01\train\0005\01_01_0005_(10_11_16_16_34_59)_c,4,4,18,225
01,train,0005,./01\train\0005\01_01_0005_(10_11_16_16_35_01)_c,4,4,21,226
01,train,0005,./01\train\0005\01_01_0005_(10_11_16_16_35_02)_c,4,4,23,227
01,train,0005,./01\train\0005\01_01_0005_(10_11_16_16_35_04)_c,4,4,19,228
01,train,0005,./01\train\0005\01_01_0005_(17_11_16_16_32_26)_c,4,4,23,229
01,train,0005,./01\train\0005\01_01_0005_(17_11_16_16_32_28)_c,4,4,18,230
01,train,0005,./01\train\0005\01_01_0005_(17_11_16_16_32_30)_c,4,4,21,231
01,train,0005,./01\train\0005\01_01_0005_(17_11_16_16_32_31)_c,4,4,25,232
01,train,0005,./01\train\0005\01_01_0005_(17_11_16_16_32_33)_c,4,4,22,233
01,train,0005,./01\train\0005\01_01_0005_(17_11_16_16_32_35)_c,4,4,21,234
01,train,0005,./01\train\0005\01_01_0005_(17_11_16_16_32_39)_c,4,4,23,235
01,train,0005,./01\train\0005\01_01_0005_(17_11_16_16_32_40)_c,4,4,18,236
01,train,0006,./01\train\0006\01_01_0006_(17_11_16_16_32_54)_c,5,5,19,237
01,train,0006,./01\train\0006\01_01_0006_(17_11_16_16_32_55)_c,5,5,17,238
01,train,0006,./01\train\0006\01_01_0006_(17_11_16_16_32_57)_c,5,5,16,239
01,train,0006,./01\train\0006\01_01_0006_(17_11_16_16_32_59)_c,5,5,22,240
01,train,0006,./01\train\0006\01_01_0006_(17_11_16_16_33_01)_c,5,5,21,241
01,train,0006,./01\train\0006\01_01_0006_(17_11_16_16_33_02)_c,5,5,20,242
01,train,0006,./01\train\0006\01_01_0006_(17_11_16_16_33_04)_c,5,5,22,243
01,train,0006,./01\train\0006\01_01_0006_(17_11_16_16_33_06)_c,5,5,18,244
01,train,0006,./01\train\0006\01_01_0006_(17_11_16_16_33_08)_c,5,5,22,245
01,train,0006,./01\train\0006\01_01_0006_(17_11_16_16_33_10)_c,5,5,19,246
01,train,0006,./01\train\0006\01_01_0006_(17_11_16_16_33_46)_c,5,5,22,247
01,train,0006,./01\train\0006\01_01_0006_(17_11_16_16_33_48)_c,5,5,21,248
01,train,0006,./01\train\0006\01_01_0006_(17_11_16_16_33_50)_c,5,5,17,249
01,train,0006,./01\train\0006\01_01_0006_(17_11_16_16_33_53)_c,5,5,21,250
01,train,0006,./01\train\0006\01_01_0006_(17_11_16_16_33_55)_c,5,5,20,251
01,train,0006,./01\train\0006\01_01_0006_(17_11_16_16_33_56)_c,5,5,21,252
01,train,0007,./01\train\0007\01_01_0001_(10_11_16_16_35_50)_c,6,6,17,253
01,train,0007,./01\train\0007\01_01_0001_(10_11_16_16_35_52)_c,6,6,16,254
01,train,0007,./01\train\0007\01_01_0001_(10_11_16_16_35_53)_c,6,6,19,255
01,train,0007,./01\train\0007\01_01_0001_(10_11_16_16_35_55)_c,6,6,18,256
01,train,0007,./01\train\0007\01_01_0001_(10_11_16_16_35_56)_c,6,6,19,257
01,train,0007,./01\train\0007\01_01_0001_(10_11_16_16_35_58)_c,6,6,19,258
01,train,0007,./01\train\0007\01_01_0001_(10_11_16_16_36_00)_c,6,6,17,259
01,train,0007,./01\train\0007\01_01_0001_(10_11_16_16_36_01)_c,6,6,17,260
01,train,0007,./01\train\0007\01_01_0001_(10_11_16_16_36_04)_c,6,6,17,261
01,train,0007,./01\train\0007\01_01_0001_(10_11_16_16_36_06)_c,6,6,16,262
01,train,0007,./01\train\0007\01_01_0001_(10_11_16_16_36_08)_c,6,6,18,263
01,train,0007,./01\train\0007\01_01_0001_(10_11_16_16_36_10)_c,6,6,16,264
01,train,0007,./01\train\0007\01_01_0001_(10_11_16_16_36_11)_c,6,6,18,265
01,train,0007,./01\train\0007\01_01_0001_(10_11_16_16_36_13)_c,6,6,15,266
01,train,0007,./01\train\0007\01_01_0001_(10_11_16_16_36_14)_c,6,6,16,267
01,train,0007,./01\train\0007\01_01_0001_(10_11_16_16_36_16)_c,6,6,18,268
01,train,0007,./01\train\0007\01_01_0001_(10_11_16_16_36_17)_c,6,6,18,269
01,train,0007,./01\train\0007\01_01_0001_(10_11_16_16_36_19)_c,6,6,18,270
01,train,0007,./01\train\0007\01_01_0001_(10_11_16_16_36_20)_c,6,6,14,271
01,train,0007,./01\train\0007\01_01_0001_(10_11_16_16_36_22)_c,6,6,18,272
01,train,0007,./01\train\0007\01_01_0001_(10_11_16_16_36_25)_c,6,6,13,273
01,train,0007,./01\train\0007\01_01_0001_(10_11_16_16_36_26)_c,6,6,16,274
01,train,0007,./01\train\0007\01_01_0001_(10_11_16_16_36_27)_c,6,6,13,275
01,train,0007,./01\train\0007\01_01_0001_(10_11_16_16_36_29)_c,6,6,20,276
01,train,0007,./01\train\0007\01_01_0001_(10_11_16_16_36_30)_c,6,6,18,277
01,train,0007,./01\train\0007\01_01_0001_(10_11_16_16_36_32)_c,6,6,14,278
01,train,0007,./01\train\0007\01_01_0001_(10_11_16_16_36_33)_c,6,6,17,279
01,train,0007,./01\train\0007\01_01_0001_(10_11_16_16_36_36)_c,6,6,20,280
01,train,0007,./01\train\0007\01_01_0001_(10_11_16_16_36_37)_c,6,6,18,281
01,train,0007,./01\train\0007\01_01_0007_(17_11_16_16_34_19)_c,6,6,22,282
01,train,0007,./01\train\0007\01_01_0007_(17_11_16_16_35_45)_c,6,6,22,283
01,train,0007,./01\train\0007\01_01_0007_(17_11_16_16_35_46)_c,6,6,23,284
01,train,0007,./01\train\0007\01_01_0007_(17_11_16_16_35_48)_c,6,6,20,285
01,train,0007,./01\train\0007\01_01_0007_(17_11_16_16_35_50)_c,6,6,21,286
01,train,0007,./01\train\0007\01_01_0007_(17_11_16_16_35_54)_c,6,6,18,287
01,train,0007,./01\train\0007\01_01_0007_(17_11_16_16_35_56)_c,6,6,20,288
01,train,0007,./01\train\0007\01_01_0007_(17_11_16_16_35_58)_c,6,6,24,289
01,train,0007,./01\train\0007\01_01_0007_(17_11_16_16_36_01)_c,6,6,22,290
01,train,0007,./01\train\0007\01_01_0007_(17_11_16_16_36_03)_c,6,6,22,291
01,train,0007,./01\train\0007\01_01_0007_(17_11_16_16_36_07)_c,6,6,18,292
01,train,0007,./01\train\0007\01_01_0007_(17_11_16_16_36_09)_c,6,6,22,293
01,train,0007,./01\train\0007\01_01_0007_(17_11_16_16_36_11)_c,6,6,21,294
01,train,0008,./01\train\0008\01_01_0008_(10_11_16_16_36_51)_c,7,7,18,295
01,train,0008,./01\train\0008\01_01_0008_(10_11_16_16_36_54)_c,7,7,19,296
01,train,0008,./01\train\0008\01_01_0008_(10_11_16_16_36_55)_c,7,7,15,297
01,train,0008,./01\train\0008\01_01_0008_(10_11_16_16_36_57)_c,7,7,14,298
01,train,0008,./01\train\0008\01_01_0008_(10_11_16_16_36_58)_c,7,7,13,299
01,train,0008,./01\train\0008\01_01_0008_(10_11_16_16_37_01)_c,7,7,15,300
01,train,0008,./01\train\0008\01_01_0008_(10_11_16_16_37_02)_c,7,7,19,301
